エイプリル / mol-74 ( cover by かしこまり )	かしこまり
YOUTHFUL / 99RadioService ( Short Cover by かしこまり )	かしこまり	you
【Japanese ver】 Shallow Lady Gaga & Bradley Cooper 歌ってみた - YuNi	YuNi
【バカ兄貴！】irony 歌ってみた - YuNi 【俺の妹がこんなに可愛いわけがない】	YuNi
【歌ってみた】ロストワンの号哭 by 燦鳥ノム	燦鳥ノム
《懐かし名曲》フレンズ 歌ってみた ♪音羽ララ♪	音羽ララ
【ガンダムAGE】AURORA (Short) / 藍井エイル by おめがレイ	おめシス
「プレパレード」（Arranged by 未来茶オールスターズ）MV Short ver	天神子兎音
【歌ってみた】DAYBREAK FRONTLINE / Orangestar【天神子兎音cover】	天神子兎音
【ダンスはしないけど】ポジティブ☆ダンスタイム / キノシタ【歌ってみた】	ルキロキ
【キョウちゃんとルキで】マニック (Manic) / *Luna【歌ってみた】	ルキロキ
【キズナアイちゃんの】new world【歌って踊ってみた】	ルキロキ
【運命に抗え】REVIVER 歌ってみた-道明寺ここあ【MY FIRST STORY/オルタンシアサーガ】	道明寺ここあ
【歌ってみた】シンクロサイクロトロン・スピリチュアライザー。 covered by 花譜	花譜
【歌ってみた】アストロノーツ covered by 花譜	花譜
【ロボ子さん×樋口楓】一心不乱【歌ってみた】	樋口楓
【ロボ子さん×樋口楓】鬼KYOKAN【歌ってみた】	樋口楓
Red Star【樋口楓オリジナル曲】	樋口楓
【にじさんじ】Mr.Music【歌ってみた！】	樋口楓
【歌ってみた】Blow out / 鈴木このみ【樋口楓cover】	樋口楓
響木アオ / ヒビキズム	響木アオ
響木アオ / melt warp	響木アオ
lllトゥルティンアンテナlll【歌ってみた♪】	響木アオ
【アオ×Wまつり×ひいろ×マスター】未完成ガールズハート【歌ってみた】	響木アオ
【2019.05.10リリース】 花鋏キョウ 1stカバーアルバム『ハサミウタ』トレーラー /アルバム試聴動画	花鋏キョウ
【LIVE】3D化＆オリジナル曲リリース記念🌷花鋏キョウの生放送【VTuber】	花鋏キョウ
【歌ってみた】 WAVE 【花鋏キョウ】	花鋏キョウ
【ロボ子さん×樋口楓】一心不乱【歌ってみた】	ロボ子さん
【ロボ子さん×樋口楓】鬼KYOKAN【歌ってみた】	ロボ子さん
【コラボ・第三弾！】「BOYS & GIRLS 3.0 feat. ロボ子」 / キツネDJ	ロボ子さん
FICTION /ロボ子さん feat. キツネDJ【オリジナル曲】	ロボ子さん
【リアクト女子4人で】ガールズトーク【歌ってみた】	獅子神レオナ
【歌ってみた】Not A Hero／獅子神レオナ【Vtuber】	獅子神レオナ
【3D LIVE】shake it ! 歌ってみた - 結城リノ	結城リノ
【歌ってみた】令和／ゴールデンボンバー【富士葵】	富士葵
【歌ってみた】2020応援ソング「パプリカ」【富士葵 / 奏MiMi コラボ】【踊ってみた】	富士葵	奏
【歌ってみた】Departures 〜あなたにおくるアイの歌〜/EGOIST　テレビアニメ『ギルティクラウン』エンディングテーマ	富士葵
【女性が歌う】Koi/androp  映画『九月の恋と出会うまで』主題歌【富士葵】	富士葵	恋
【歌ってみた】Precious ／伊藤由奈『LIMIT OF LOVE海猿』主題歌	富士葵
【多重録音・全部俺】JUPITER／富士葵【歌ってみた】	富士葵
【Cover】Rain/大江千里・秦基博 Rain/SenriOhe.MotohiroHata『言の葉の庭』	富士葵
【Cover】トライ・エヴリシング/Dream Ami『ズートピア』Try Everything/Dream Ami	富士葵
【Cover】One more time, One more chance,/山崎まさよし『秒速5センチメートル』	富士葵
☆4万人登録ありがとう☆【Cover】Tomorrow/アニー＜ミュージカル＞	富士葵	ありがとう
【応援】葵の感謝の気持ちを伝えます。Cover:ファイト！/中島みゆき【富士葵】	富士葵	ファイト！
【歌ってみた】秘蜜～黒の誓い～【手描きPV】	える	誓い
【黒AZKi】名も無き囚人 歌ってみた AZKi【初音ミク】	AZKi
【7thオリジナルソング】Fake.Fake.Fake/AZKi【AZKi BLaCK】	AZKi
【8thオリジナルソング】いのち/AZKi【AZKi WHiTE】	AZKi
【歌ってみた】└ ∵ ┐私、アイドル宣言 ／CHiCO with HoneyWorks【水瓶ミア】	水瓶ミア	私、アイドル宣言
┗ ∵ ┓ミスター・ダーリン／HoneyWorks feat 水瓶ミア 【VTuberが歌ってみた】	水瓶ミア	ミスター・ダーリン
ムーンライト。	水瓶ミア
【リアクト女子4人で】ガールズトーク【歌ってみた】	水瓶ミア
【オリジナル楽曲】Re:A projecT 『風になれ恋心』【Re:AcT】	水瓶ミア	恋
【歌ってみた】孤独の果て／光収容（cover 夜霧メイ）【VTuber】	夜霧メイ	光
【天声に】Wishing-レム/Re:ゼロから始める異世界生活-cover.双理マイ【歌ってみた】	双理マイ
【リアクト女子4人で】ガールズトーク【歌ってみた】	双理マイ
【リアクト女子4人で】ガールズトーク【歌ってみた】	多々星シエル
【誕生日に】39 / 多々星シエル【歌ってみた】	多々星シエル
【オリジナル楽曲】Re:A projecT 『急上昇ガールズ』【Re:AcT】	多々星シエル
【歌ってみた】Carry Me Off  / 多々星シエル 【Kagayaki Stars】	多々星シエル
ともに - WANIMA (Cover) / 星乃めあ【歌ってみた】	星乃めあ
ハルノヒ - あいみょん(Cover) / 星乃めあ【歌ってみた】「映画クレヨンしんちゃん 新婚旅行ハリケーン ～失われたひろし～」主題歌	星乃めあ
まちがいさがし - 菅田将暉 × 米津玄師 (Cover) / 星乃めあ (米津玄師 提供楽曲『パーフェクトワールド』主題歌)弾き語りshort ver	星乃めあ
IGNITE - 藍井エイル(cover) / 星乃めあ【歌ってみた】TVアニメ『ソードアート・オンラインⅡ』OPテーマ曲	星乃めあ
Pop Virus - 星野源(弾き語りcover) / 星乃めあ【歌ってみた】	星乃めあ
ひらひら🌸ひらら｜千条アリアｘカグラナナ	かぐらなな
Happy Birthday!!キズナアイさん！【朝ノ光、朝ノ瑠璃】	朝ノ姉妹	HAPPY BIRTHDAY
【2019年も】Happy Song cover by 朝ノ瑠璃【皆に幸あれ！】	朝ノ姉妹
♪イヤイヤちゃんのうた／cover by 朝ノ瑠璃	朝ノ姉妹	イヤイヤちゃんのうた
Strawberry Chips - HALCALI (Cover) / KMNZ	KMNZ LITA
水星 - tofubeats feat, オノマトペ大臣(Cover)  / KMNZ LITA with YACA	KMNZ LITA
小沢健二 - 強い気持ち・強い愛 (Cover) / KMNZ	KMNZ LITA
小沢健二 featuring スチャダラパー - 今夜はブギー・バック(Cover) / KMNZ	KMNZ LITA
スチャダラパー - サマージャム '95(Cover) / KMNZ	KMNZ LITA
Home Sweet Home (feat. KMNZ LIZ)  / Neko Hacker	KMNZ LIZ
「Girls」（Easy Pop様）アカペラで歌わせて頂きました！	鈴鹿詩子
無限にホメてくれる桜乃そら先生/ときのそら × ヨメミ【歌ってみた】	ときのそら
【平成最後】AIAIAI歌ってみた♡【いっぱいちゅき】	物述有栖
♡高音厨音域テストやってみた♡	物述有栖
♡恋愛サーキュレーションうたってみた♡	物述有栖	恋愛サーキュレーション
【小さな恋のうた】 青春ソングをアイドルが歌ってみた！ 【from Alt!!】	Alt!!	恋
「 Grand Blue 」（アニメ「ぐらんぶる」OPテーマ Full）/ 湘南乃風 【歌ってみた by Alt!!】	Alt!!
【初音ミク】 39 アイドルが歌ってみた！ 七海ロナ from Alt!! 【sasakure.UK x DECO*27】	Alt!!
『たのしむーぶ』/ Alt!! 4thオリジナルシングル【第2回VTuber最協決定戦 タイアップソング】	Alt!!
💎#5【歌う吸血鬼が】ナワワ 【替え歌歌った】✨	ルピナス
【キズナアイ】吸血鬼が『Over the reality』歌ってみた🌟【夜空メル】	夜空メル
🎄🌟吸血鬼が『Snow Song Show』歌ってみた🌟🎄ver.夜空メル	夜空メル
エルフの伝承歌「シャ・ル・イース」歌い手アキロゼ/民族調オリジナル曲	アキ・ローゼンタール
ミラクルペイント / OSTER project【アキロゼcover】歌ってみた/ボカロ	アキ・ローゼンタール
【KOKIA】I believe -海の底から-【cover/Aki Rosenthal】	アキ・ローゼンタール
「かいしんのいちげき！」歌ってみた  ver.百鬼あやめ	百鬼あやめ
Kizuna AI - AIAIAI (feat. 中田ヤスタカ)【Official Music Video】	キズナアイ
Kizuna AI - mirai (Prod.☆Taku Takahashi)	キズナアイ
Kizuna AI - hello,alone (Prod.MATZ)	キズナアイ
Kizuna AI - over the reality (Prod.Avec Avec)	キズナアイ
Kizuna AI - new world (Prod.Yunomi)	キズナアイ
【歌ってみた】2020応援ソング「パプリカ」【踊ってみた】	キズナアイ
【歌ってみた】惑星ループ踊ってみた【ダブルキズナアイ】[ENG SUB]	キズナアイ	惑星ループ
泣きやみ動画「ムーニーちゃんのおまじない♪」歌ってみた！	キズナアイ
【MIX】Kizuna AI 歌ってみたまとめ！【作業用BGM】	キズナアイ
【TWICE】『TT』歌って踊ってみた！【트와이스】	キズナアイ
【歌ってみた】『Hej Monika』歌ってるPewDiePieさんにインスパイアされてみた！！	キズナアイ
【アイカツスターズ！】『スタートライン！』踊って歌ってみた！	キズナアイ
【ＨＵＧっと！プリキュア】『ＨＵＧっと！未来☆ドリーマー』踊って歌ってみた！	キズナアイ
『ぽっぴっぽー』踊って歌ってみた！	キズナアイ
【第一回】キズナアイ紅白歌合戦	キズナアイ
【踊ってみた】ゆず新メンバーに応募！！【タッタ】	キズナアイ
【アニソンカラオケ】私の歌で当ててみて！【クイズ】	キズナアイ
『ルカルカ★ナイトフィーバー』歌って踊ってみた！【キズナアイVer.】	キズナアイ
【チルトブラシ】『みくみくにしてあげる』歌いながらミク先輩描いてみた！【VR】	キズナアイ
【歌ってみた】みんな、私の歌を聴いて！【作業用BGM】#155	キズナアイ
【はっぱ隊】平和の曲を踊ってみた！【YATTA!】#153	キズナアイ
【Retro】レトロマニア狂想曲を歌ってみた！【Mania】#143	キズナアイ
アイちゃんといっしょ「アブラハムの子」	キズナアイ
【チャンネル登録者数】パンダフルチャレンジ！【3,000人突破！】	キズナアイ
【オリジナル曲】レインボーバルーン【周防パトラ / ハニスト】	周防パトラ
【ライブでコールしよう♪】はにーちょこぱるふぇ～HNSTすぺしゃる～【周防パトラ / ハニスト】	周防パトラ
【オリジナル曲】シュガシュガ❤でびるず【堰代ミコ×周防パトラ / ハニスト】	周防パトラ
【ハニスト全員コラボ】Honey Halloween歌ったよ！【 ハニーストラップオリジナルソング】	周防パトラ
【ざわ・・ざわ・・】颯爽と走るトネガワ君歌ってみた【周防パトラ / ハニスト】	周防パトラ
【全部パトラ】カノンで肉食べたい歌ってみた【周防パトラ / ハニスト】	周防パトラ
【オリジナルソング / Vtuberの歌】ぶいちゅっばの歌作って歌ってみた♪【周防パトラ / ハニスト】	周防パトラ	ぶいちゅっばの歌
あいあむなんばーわん！パトラちゃん様！  オリジナルソングつくって歌ってみた【周防パトラ / ハニスト】	周防パトラ
ワンルームシュガーライフ-歌ってみた/海月ねう×鮫谷そう	海月ねう
【オリジナル曲】jelly girl / 海月ねう	海月ねう
DD×海月ねう/深海少女-ゆうゆ-cover	海月ねう
